supporter_id,first_name,last_name,date_of_birth,email,postcode,region,sign_up_date,source_channel,marketing_consent,status,last_activity_date
203,Hannah,Quainton,1990-07-26,hannah.quainton203@example.com,SE33 4YZ,East Midlands,2021-04-08,Event,0,Active,2023-01-29
204,Joseph,Baptiste,1999-10-05,joseph.baptiste204@example.com,LS33 4WQ,Wales,2024-04-07,Social,0,Active,2025-09-14
205,Liam,Sandoval,1974-08-20,liam.sandoval205@example.com,BT22 6FR,London,2022-04-20,Partner,1,Active,2023-01-03
206,Niamh,Hargreaves,1979-08-28,niamh.hargreaves206@example.com,EH17 2PZ,Yorkshire & Humber,2022-11-07,Web,0,Active,2025-08-26
207,Wei,Sharpe,1989-10-24,wei.sharpe207@example.com,EH24 3UE,East Midlands,2024-07-02,Direct Mail,0,Active,2026-06-20
208,Noah,Chen,1962-08-08,noah.chen208@example.com,NE16 1PT,Wales,2019-05-02,Partner,0,Active,2019-06-29
209,Liam,Fenton,1965-06-17,liam.fenton209@example.com,BT38 9WL,South East,2022-03-26,Partner,1,Lapsed,2022-10-24
210,Theo,Grewal,1995-10-05,theo.grewal210@example.com,LS32 6NS,East of England,2026-04-08,Direct Mail,1,Inactive,2026-06-26
211,Lucy,Wainwright,1953-10-20,lucy.wainwright211@example.com,SW13 1GH,South East,2025-09-02,Direct Mail,0,Active,2026-02-14
212,Deborah,Bright,1970-04-19,deborah.bright212@example.com,B12 6BU,North West,2020-10-25,Telephone,1,Lapsed,2025-12-19
213,Aisha,Okafor,1957-04-19,aisha.okafor213@example.com,SW26 7YZ,West Midlands,2026-01-26,Social,0,Inactive,2026-08-04
214,Deborah,Quainton,1950-12-01,deborah.quainton214@example.com,M2 4WD,South East,2023-04-03,Web,0,Lapsed,2025-10-23
215,Rachel,Sharpe,1953-12-25,rachel.sharpe215@example.com,BS26 1AQ,East Midlands,2018-03-19,Event,1,Lapsed,2025-01-03
216,Olive,Kowalski,1973-01-27,olive.kowalski216@example.com,BT3 5HH,Scotland,2020-08-26,Web,1,Active,2025-03-09
217,Joseph,Fenton,1957-12-10,joseph.fenton217@example.com,LS25 9TX,London,2021-04-09,Web,0,Active,2022-05-09
218,Liam,Carrick,2003-07-23,liam.carrick218@example.com,SE16 2PL,South West,2022-03-17,Event,0,Active,2025-09-11
219,Yusuf,Rashid,1949-11-24,yusuf.rashid219@example.com,BS7 5ZA,East of England,2020-12-02,Event,1,Inactive,2022-05-09
220,Callum,Gill,1971-11-26,callum.gill220@example.com,EH32 1BH,North East,2023-11-18,Social,0,Inactive,2025-05-17
221,Gareth,Zielinski,1964-10-28,gareth.zielinski221@example.com,L25 9DW,Yorkshire & Humber,2024-12-20,Social,1,Lapsed,2025-11-04
222,Niamh,Sandoval,1991-10-06,niamh.sandoval222@example.com,SE35 9WU,South West,2019-06-25,Event,1,Active,2020-11-02
223,Niamh,Ahmed,1995-05-09,,M38 9HZ,Northern Ireland,2025-12-13,Web,1,Inactive,2026-03-01
224,Jasmin,Quainton,1963-09-16,jasmin.quainton224@example.com,N6 7GL,West Midlands,2025-05-14,Direct Mail,1,Inactive,2025-08-18
225,Noah,Iqbal,1978-05-26,noah.iqbal225@example.com,LS33 1JD,East of England,2023-10-05,Telephone,1,Active,2024-12-12
226,Elliot,Bright,1946-07-10,elliot.bright226@example.com,NE22 9BZ,North West,2022-03-06,Web,0,Active,2023-05-21
227,Lucy,Okafor,2000-03-26,lucy.okafor227@example.com,BS5 2XT,Yorkshire & Humber,2021-09-29,Partner,1,Active,2025-05-16
228,Theo,Ellery,1981-12-08,theo.ellery228@example.com,B24 7NA,Scotland,2023-11-24,Direct Mail,0,Lapsed,2024-03-26
229,Eleanor,Fenton,2002-06-19,eleanor.fenton229@example.com,b14bb,South West,2025-04-22,Direct Mail,1,Inactive,2026-01-05
230,Jasmin,Kowalski,1971-03-23,jasmin.kowalski230@example.com,G37 3WN,South West,2023-07-17,Web,0,Inactive,2024-08-20
231,Uche,Bright,1968-04-03,uche.bright231@example.com,LS28 8FN,South West,2023-09-08,Direct Mail,0,Active,2024-02-08
232,Joseph,Thornbury,1970-09-01,joseph.thornbury232@example.com,sw175dl,South West,2024-02-25,Telephone,0,Active,2026-06-23
233,Rhys,Zielinski,1992-05-17,rhys.zielinski233@example.com,SW32 2EF,East Midlands,2024-04-16,Web,0,Lapsed,2025-06-10
234,Imogen,Bright,1985-07-18,imogen.bright234@example.com,LS19 5YD,North East,2024-07-09,Social,0,Active,2024-08-05
235,Karolina,Iqbal,1953-06-22,karolina.iqbal235@example.com,SE8 1ZH,East of England,2026-04-29,Direct Mail,0,Lapsed,2026-05-25
236,Daniel,Ahmed,1982-02-14,daniel.ahmed236@example.com,G7 8LQ,South East,2020-11-24,Event,0,Active,2025-04-09
237,Leah,Hargreaves,1946-01-24,leah.hargreaves237@example.com,N38 7GH,Wales,2025-07-29,Social,1,Active,2026-01-23
238,Kai,Hargreaves,1976-03-28,kai.hargreaves238@example.com,N39 5JN,South West,2026-03-21,Direct Mail,0,Deceased,2026-04-22
239,Gareth,Ahmed,1967-10-09,gareth.ahmed239@example.com,SW3 8XL,Scotland,2025-04-27,Social,0,Active,2025-11-01
240,Amara,Ahmed,1976-02-20,amara.ahmed240@example.com,B5 7TA,South East,2024-12-22,Direct Mail,1,Lapsed,2026-06-16
241,Mahmoud,Carrick,1951-05-21,mahmoud.carrick241@example.com,BS20 3JT,East Midlands,2023-01-19,Social,0,Active,2025-09-29
242,Rachel,Fenton,1965-05-28,rachel.fenton242@example.com,N2 9HJ,East Midlands,2019-01-26,Event,1,Active,2022-08-12
243,Imogen,Baptiste,1991-03-03,imogen.baptiste243@example.com,B16 2EX,North East,2026-03-09,Direct Mail,1,Lapsed,2026-04-29
244,Jasmin,Vasquez,1978-07-06,jasmin.vasquez244@example.com,bt239hq,Wales,2025-01-30,Web,0,Activ,2026-05-22
245,Olive,Rashid,1966-07-17,olive.rashid245@example.com,M31 5FQ,Scotland,2022-10-16,Social,1,Active,2026-05-17
246,Sofia,Mensah,1971-04-10,sofia.mensah246@example.com,EH39 2PZ,London,2024-10-16,Web,1,Active,2026-03-06
247,Rachel,Kowalski,1973-05-07,,SE25 3XY,Scotland,2024-07-09,Social,0,Inactive,2024-07-25
248,Grace,Dalgleish,1958-08-21,grace.dalgleish248@example.com,LS14 8GF,Wales,2018-08-03,Telephone,1,Active,2025-11-19
249,Eleanor,Sandoval,1948-12-19,eleanor.sandoval249@example.com,LS13 4XF,West Midlands,2020-04-26,Event,0,Active,2026-04-01
250,Liam,Grewal,1962-03-13,liam.grewal250@example.com,EH29 3JR,South East,2022-09-12,Web,0,Inactive,2026-02-17
251,Karolina,Zielinski,2000-03-25,karolina.zielinski251@example.com,EH6 6WG,Scotland,2024-10-10,Direct Mail,0,Inactive,2025-08-14
252,Elliot,Jarvis,1983-01-25,elliot.jarvis252@example.com,L6 4GX,London,2018-12-19,Telephone,1,Active,2024-02-22
253,Callum,Whitlock,2005-02-10,callum.whitlock253@example.com,L21 6AG,Northern Ireland,2023-06-09,Direct Mail,0,Active,2025-07-23
254,Priya,Sharpe,1977-10-28,priya.sharpe254@example.com,BS27 1ZZ,East of England,2023-02-16,Social,1,Lapsed,2025-07-25
255,Karolina,Duffy,1991-06-27,karolina.duffy255@example.com,M1 9NJ,London,2018-04-16,Event,1,Lapsed,2018-12-05
256,Callum,Sandoval,2005-10-02,callum.sandoval256@example.com,G20 4BB,East Midlands,2018-10-28,Partner,0,Active,2026-02-12
257,Fatima,Uddin,1960-03-22,fatima.uddin257@example.com,NE16 7JQ,Northern Ireland,2020-07-24,Partner,0,Deceased,2021-12-28
258,Lucy,Mensah,1979-10-11,lucy.mensah258@example.com,ne256zy,East Midlands,2021-04-14,Event,0,Lapsed,2023-06-30
259,Zara,Quainton,1948-07-25,zara.quainton259@example.com,LS38 9WJ,London,2022-06-16,Web,1,Lapsed,2023-01-10
260,Callum,Morrow,2003-08-20,callum.morrow260@example.com,BT8 2AR,North West,2025-01-04,Social,0,Active,2025-01-22
261,Gareth,Hargreaves,2003-08-16,gareth.hargreaves261@example.com,LS9 2NW,North West,2024-05-28,Web,0,Active,2025-12-15
262,Harun,Ellery,1988-01-19,harun.ellery262@example.com,G21 8JL,North East,2021-10-28,Web,0,Lapsed,2025-10-04
263,Elliot,Quainton,1954-02-01,elliot.quainton263@example.com,G27 4NR,South West,2021-01-01,Event,1,Active,2023-05-12
264,Grace,Ellery,1978-06-08,grace.ellery264@example.com,NE3 1YP,Northern Ireland,2023-01-02,Partner,1,Lapsed,2024-09-06
265,Rachel,Ahmed,1950-06-19,rachel.ahmed265@example.com,BT4 1NY,South West,2022-08-29,Partner,0,Active,2023-06-12
266,Priya,Okafor,1973-01-28,priya.okafor266@example.com,L1 7SN,South West,2026-01-07,Social,0,Active,2026-03-08
267,Uche,Duffy,2003-07-24,uche.duffy267@example.com,M6 4TT,East Midlands,2019-10-30,Telephone,0,Lapsed,2022-01-26
268,Jasmin,Sandoval,1979-01-27,jasmin.sandoval268@example.com,BT10 2EW,Scotland,2022-03-27,Partner,0,Active,2024-02-23
269,Emeka,Iqbal,2002-08-17,emeka.iqbal269@example.com,CF39 6AH,South East,2019-08-23,Partner,0,Active,2025-10-03
270,Kai,Quainton,1974-10-09,kai.quainton270@example.com,CF12 5FU,Yorkshire & Humber,2020-10-21,Partner,1,Active,2023-06-17
271,Lucy,Sharpe,1953-09-11,lucy.sharpe271@example.com,BT31 5NR,Scotland,2023-12-26,Telephone,1,Active,2025-10-17
272,Lucy,Abiola,1972-12-22,lucy.abiola272@example.com,SW4 6RL,Scotland,2025-01-14,Direct Mail,0,Active,2025-07-28
273,Omar,Kowalski,1973-01-19,omar.kowalski273@example.com,M33 5GY,London,2020-08-09,Web,0,Active,2024-01-09
274,Amara,Duffy,1975-01-24,amara.duffy274@example.com,L35 9HR,South West,2026-02-06,Social,0,Active,2026-04-27
275,Karolina,Chen,1997-05-17,karolina.chen275@example.com,B29 9RE,London,2023-07-29,Web,Y,Active,2025-01-28
276,Uche,Hargreaves,1977-04-09,uche.hargreaves276@example.com,N15 1UQ,South East,2017-06-26,Event,0,Lapsed,2023-08-07
277,Harun,Iqbal,1958-07-08,harun.iqbal277@example.com,N26 9AP,South East,2022-04-14,Web,1,Active,2025-07-19
278,Mahmoud,Okafor,1955-02-12,mahmoud.okafor278@example.com,NE17 6GH,North West,2025-06-03,Social,1,Lapsed,2025-09-19
279,Samuel,Mensah,1976-06-19,samuel.mensah279@example.com,M25 2JA,South East,2024-04-25,Social,1,Active,2025-04-05
280,Theo,Zielinski,1988-02-21,theo.zielinski280@example.com,EH18 5ZD,London,2023-02-07,Telephone,1,Active,2025-12-08
281,Deborah,Jarvis,2001-08-06,deborah.jarvis281@example.com,BT7 2YG,North East,2017-11-25,Event,1,Inactive,2026-04-21
282,Elliot,Fenton,1981-04-25,elliot.fenton282@example.com,N3 2GL,East Midlands,2024-08-09,Direct Mail,0,Active,2024-10-29
283,Aisha,Zielinski,1961-08-03,aisha.zielinski283@example.com,G39 2HG,South West,2021-02-11,Event,1,Active,2025-09-11
284,Yusuf,Duffy,1978-08-27,,N39 3YG,North West,2021-02-07,Telephone,1,Active,2024-07-25
285,Karolina,Kowalski,1967-11-09,karolina.kowalski285@example.com,G35 4ZT,Yorkshire & Humber,2025-11-07,Direct Mail,0,Active,2026-03-06
286,Rosa,Dalgleish,1992-09-11,rosa.dalgleish286@example.com,LS37 7YR,East Midlands,2023-06-20,Web,1,Active,2024-09-18
287,Harun,Uddin,2003-04-22,harun.uddin287@example.com,N20 9BZ,East of England,2024-10-04,Web,0,Lapsed,2025-04-05
288,Imogen,Carrick,1998-09-11,imogen.carrick288@example.com,EH13 5RF,Scotland,2023-06-07,Social,1,Active,2024-01-27
289,Mahmoud,Okafor,1954-06-11,mahmoud.okafor289@example.com,N19 5AU,North West,2021-11-14,Telephone,1,Lapsed,2024-07-16
290,Rhys,Kowalski,1964-03-24,rhys.kowalski290@example.com,SE22 2LZ,West Midlands,2023-04-01,Telephone,0,Active,2023-12-13
291,Imogen,Abiola,1990-12-23,imogen.abiola291@example.com,B18 7GR,North West,2021-01-21,Event,1,Active,2022-10-06
292,Verity,Hargreaves,1963-04-06,verity.hargreaves292@example.com,SW9 6UF,Northern Ireland,2023-02-14,Web,0,Active,2026-01-13
293,Maya,Zielinski,1952-11-08,maya.zielinski293@example.com,N10 1NB,East Midlands,2024-05-04,Web,1,Inactive,2025-02-03
294,Joseph,Lindqvist,2002-12-06,joseph.lindqvist294@example.com,BT31 6UA,North East,2018-03-27,Event,1,Active,2025-09-07
295,Isaac,Yeboah,1993-05-05,isaac.yeboah295@example.com,B33 4QU,London,2019-02-19,Partner,1,Active,2024-12-18
296,Grace,Abiola,1966-12-20,grace.abiola296@example.com,BT27 8WB,East of England,2023-08-15,Social,1,Lapsed,2026-05-29
297,Wei,Carrick,1984-07-03,wei.carrick297@example.com,NE35 8AA,South West,2025-01-11,Direct Mail,1,Lapsed,2026-05-27
298,Mahmoud,Gill,1948-06-14,mahmoud.gill298@example.com,LS26 6HZ,South East,2025-06-23,Direct Mail,1,Active,2026-03-04
299,Daniel,Tewari,1978-11-09,daniel.tewari299@example.com,EH15 4XN,Yorkshire & Humber,2023-06-18,Partner,1,Lapsed,2024-11-03
300,Leah,Yeboah,1989-12-05,leah.yeboah300@example.com,EH8 5QR,London,2017-06-19,Partner,1,Lapsed,2021-10-15
301,Emeka,Abiola,1954-04-06,emeka.abiola301@example.com,CF18 5GR,North West,2025-12-19,Web,1,Lapsed,2026-04-29
302,Gareth,Uddin,1972-10-07,gareth.uddin302@example.com,M3 3RP,West Midlands,2023-10-01,Web,1,Inactive,2023-11-28
303,Theo,Kowalski,1963-09-10,theo.kowalski303@example.com,L13 3BU,Scotland,2023-06-19,Telephone,1,Active,2025-03-03
304,Niamh,Bright,1966-06-12,niamh.bright304@example.com,EH14 8UY,East Midlands,2022-05-25,Social,1,Active,2022-12-24
305,Fatima,Pemberton,1975-01-16,fatima.pemberton305@example.com,LS33 1ZT,East Midlands,2023-06-17,Direct Mail,0,Active,2026-04-21
306,Tariq,Rashid,1992-07-16,tariq.rashid306@example.com,EH5 9QT,Yorkshire & Humber,2022-09-26,Web,1,Lapsed,2024-09-02
307,Grace,Sandoval,1993-11-12,grace.sandoval307@example.com,SE20 1QS,London,2024-06-08,Direct Mail,1,Inactive,2026-03-20
308,Leah,Kowalski,1954-04-12,leah.kowalski308@example.com,BT14 5LG,,2020-01-03,Event,1,Inactive,2024-09-14
309,Grace,Baptiste,1984-03-18,grace.baptiste309@example.com,SE28 3AH,North East,2023-03-27,Social,0,Active,2023-04-30
310,Isaac,Fenton,2003-09-23,isaac.fenton310@example.com,N3 2XG,North West,2025-10-20,Direct Mail,0,Lapsed,2026-05-28
311,Hannah,Zielinski,2003-10-15,hannah.zielinski311@example.com,CF24 4GJ,Scotland,2026-03-10,Direct Mail,0,Active,2026-06-05
312,Deborah,Lindqvist,1993-01-03,deborah.lindqvist312@example.com,CF15 7PY,West Midlands,2023-01-22,Telephone,0,Active,2023-12-06
313,Mahmoud,Quainton,1953-10-11,mahmoud.quainton313@example.com,G22 3NH,North East,2023-09-28,Direct Mail,1,Inactive,2026-01-06
314,Yusuf,Baptiste,1988-09-06,yusuf.baptiste314@example.com,N24 5WN,West Midlands,2020-03-26,Event,1,Active,2024-09-21
315,Eleanor,Fenton,1967-05-15,eleanor.fenton315@example.com,EH23 9LP,South East,2020-11-13,Telephone,0,Active,2023-06-05
316,Olive,Zielinski,1957-05-07,olive.zielinski316@example.com,N22 7TQ,East Midlands,2017-08-15,Event,1,Lapsed,2023-10-08
317,Maya,Grewal,1986-07-21,maya.grewal317@example.com,L25 6WX,Yorkshire & Humber,2022-10-16,Web,1,Active,2025-01-31
318,Jasmin,Iqbal,1972-06-08,jasmin.iqbal318@example.com,CF1 1TD,North West,2022-07-24,Social,1,Active,2022-10-06
319,Niamh,Iqbal,1983-11-15,niamh.iqbal319@example.com,SE31 7TN,London,2016-10-17,Event,0,Deceased,2023-05-06
320,Isaac,Duffy,1989-08-04,isaac.duffy320@example.com,N11 1TA,South East,2025-06-16,Web,0,Active,2026-08-06
321,Zara,Ahmed,1993-06-08,zara.ahmed321@example.com,B32 1AD,Yorkshire & Humber,2023-10-11,Web,1,Inactive,2023-12-19
322,Priya,Pemberton,1960-04-25,priya.pemberton322@example.com,BT24 5FJ,South West,2021-11-06,Partner,1,Lapsed,2024-01-04
323,Rhys,Nkemelu,1955-08-09,rhys.nkemelu323@example.com,M13 9LD,Yorkshire & Humber,2024-11-20,Social,1,Active,2025-12-29
324,Daniel,Bright,1959-02-12,daniel.bright324@example.com,CF32 6NR,East of England,2026-06-04,Direct Mail,0,Inactive,2026-06-26
325,Samuel,Thornbury,2000-12-11,samuel.thornbury325@example.com,EH32 5EE,Wales,2022-05-03,Social,1,Active,2022-05-19
326,Priya,Sharpe,1957-02-21,priya.sharpe326@example.com,SW7 8UP,West Midlands,2020-05-07,Event,1,Active,2021-02-28
327,Verity,Grewal,1993-06-09,verity.grewal327@example.com,SE19 3AT,Scotland,2023-04-20,Social,0,Lapsed,2024-09-17
328,Isaac,Nkemelu,1984-07-18,isaac.nkemelu328@example.com,EH40 5BZ,East Midlands,2018-09-24,Partner,1,Active,2020-11-08
329,Isaac,Morrow,1992-08-21,isaac.morrow329@example.com,N2 6QE,West Midlands,2021-04-23,Event,1,Active,2022-05-20
330,Omar,Nkemelu,1947-10-07,omar.nkemelu330@example.com,SE28 2TA,North East,2024-06-28,Web,0,Active,2026-07-16
331,Eleanor,Zielinski,1997-02-12,eleanor.zielinski331@example.com,CF16 2TG,Wales,2019-07-18,Telephone,1,Lapsed,2026-08-15
332,Aisha,Morrow,1962-10-01,aisha.morrow332@example.com,EH22 4XU,Northern Ireland,2019-09-29,Event,0,Active,2024-03-12
333,Aisha,Nkemelu,1973-10-10,aisha.nkemelu333@example.com,G25 1AE,North West,2018-01-27,Event,1,Lapsed,2022-07-25
334,Ben,Gill,1978-06-13,ben.gill334@example.com,M14 5JX,West Midlands,2024-08-07,Web,0,Lapsed,2025-11-05
335,Sofia,Rashid,1978-07-08,sofia.rashid335@example.com,L3 1GY,North East,2020-08-27,Web,1,Active,2023-11-19
336,Fatima,Jarvis,1994-11-27,fatima.jarvis336@example.com,LS23 1ZF,Yorkshire & Humber,2022-11-28,Social,0,Active,2026-04-12
337,Callum,Rashid,1989-03-04,callum.rashid337@example.com,EH29 5FJ,West Midlands,2023-12-04,Direct Mail,0,Active,2025-09-15
338,Imogen,Mensah,1984-09-03,imogen.mensah338@example.com,BS28 7XB,North West,2022-04-13,Partner,1,Active,2023-06-19
339,Lucy,Sharpe,1961-09-07,lucy.sharpe339@example.com,EH9 1YJ,Scotland,2022-12-16,Partner,0,Active,2025-09-25
340,Lucy,Grewal,1972-11-08,lucy.grewal340@example.com,bt299pe,West Midlands,2025-06-11,Social,0,Lapsed,2026-03-07
341,Hannah,Jarvis,1947-04-16,hannah.jarvis341@example.com,n157jz,London,2023-10-21,Direct Mail,1,Inactive,2026-03-17
342,Niamh,Ellery,1952-04-23,niamh.ellery342@example.com,M35 8BQ,East of England,2021-05-17,Event,1,Active,2025-10-29
343,Zainab,Whitlock,1957-02-14,zainab.whitlock343@example.com,NE23 9FJ,London,2023-12-12,Direct Mail,1,Lapsed,2023-12-25
344,Wei,Quainton,1963-01-15,wei.quainton344@example.com,CF38 1BS,East Midlands,2023-10-31,Partner,1,Lapsed,2025-08-10
345,Imogen,Carrick,1984-07-23,imogen.carrick345@example.com,NE19 8GT,North West,2021-05-17,Partner,0,Active,2026-01-14
346,Samuel,Vasquez,1976-08-27,samuel.vasquez346@example.com,CF15 3DL,East Midlands,2023-01-01,Partner,0,Active,2024-06-14
347,Wei,Iqbal,1989-08-28,wei.iqbal347@example.com,BS19 7QE,Scotland,2018-01-22,Event,0,Active,2021-07-19
348,Sofia,Chen,1984-08-07,sofia.chen348@example.com,CF20 6DD,Wales,2018-02-08,Event,0,Active,2018-08-24
349,Yusuf,Chen,1947-11-14,yusuf.chen349@example.com,SW39 5ZG,North West,2021-09-26,Event,1,Active,2023-09-19
350,Ben,Jarvis,1961-07-22,ben.jarvis350@example.com,N26 8SL,North East,2025-05-24,Direct Mail,1,Active,2026-04-30
351,Tariq,Quainton,1955-09-17,tariq.quainton351@example.com,BT27 9GJ,Wales,2022-09-24,Telephone,0,Lapsed,2022-12-06
352,Tariq,Yeboah,1994-03-28,tariq.yeboah352@example.com,N15 2QQ,East Midlands,2023-01-15,Web,1,Active,2026-07-03
353,Harun,Whitlock,2003-02-17,harun.whitlock353@example.com,LS35 9DU,Wales,2021-05-09,Web,1,Active,2024-01-09
354,Sian,Sharpe,1951-12-09,sian.sharpe354@example.com,M26 8AR,London,2019-12-08,Event,0,Active,2021-12-07
355,Zara,Pemberton,1978-01-06,zara.pemberton355@example.com,CF25 9LB,South East,2021-07-20,Telephone,1,Lapsed,2024-05-12
356,Karolina,Wainwright,1970-12-02,karolina.wainwright356@example.com,LS21 8AR,Wales,2023-11-25,Social,1,Active,2025-03-19
357,Liam,Duffy,2006-10-18,liam.duffy357@example.com,G4 5XS,East of England,2024-12-06,Social,1,Active,2025-07-27
358,Zainab,Hargreaves,1969-06-05,zainab.hargreaves358@example.com,NE37 4YL,London,2021-10-24,Partner,0,Lapsed,2023-09-01
359,Harun,Baptiste,1965-12-03,harun.baptiste359@example.com,SW13 3TX,London,2025-01-10,Direct Mail,0,Lapsed,2026-05-12
360,Callum,Whitlock,1950-11-15,callum.whitlock360@example.com,M7 5JY,Northern Ireland,2023-12-23,Direct Mail,1,Lapsed,2026-06-26
361,Yusuf,Zielinski,2000-10-08,yusuf.zielinski361@example.com,CF1 3SN,East of England,2022-08-21,Social,1,Lapsed,2024-09-06
362,Amara,Okafor,2000-02-06,amara.okafor362@example.com,L31 9LY,Northern Ireland,2025-02-01,Social,0,Inactive,2025-08-11
363,Harun,Quainton,1980-08-13,harun.quainton363@example.com,NE27 3YS,East Midlands,2023-12-01,Web,0,Lapsed,2025-10-14
364,Mahmoud,Baptiste,1970-06-27,mahmoud.baptiste364@example.com,G21 7HN,East of England,2021-03-31,Telephone,0,Inactive,2022-03-30
365,Gareth,Chen,1979-01-04,gareth.chen365@example.com,SE39 5HL,South West,2018-01-10,Partner,0,Active,2019-04-11
366,Yusuf,Dalgleish,1981-07-05,yusuf.dalgleish366@example.com,BS19 9AH,Yorkshire & Humber,2025-04-24,Web,0,Lapsed,2025-05-20
367,Freya,Grewal,1982-01-14,freya.grewal367@example.com,NE37 6LR,North West,2025-03-09,Web,0,Active,2025-09-01
368,Maya,Sharpe,1978-07-19,maya.sharpe368@example.com,BS4 8GF,East of England,2024-08-02,Direct Mail,0,Active,2025-03-18
369,Amara,Mensah,1997-07-09,amara.mensah369@example.com,NE18 4AU,Scotland,2025-11-09,Direct Mail,1,Active,2026-03-01
370,Chloe,Morrow,1956-05-05,chloe.morrow370@example.com,LS21 9LE,South West,2020-04-25,Telephone,0,Active,2021-08-04
371,Kai,Uddin,1948-09-25,kai.uddin371@example.com,BS3 7XJ,Wales,2017-04-24,Event,0,Lapsed,2023-07-28
372,Callum,Grewal,1954-01-15,callum.grewal372@example.com,B22 4ZQ,South East,2025-04-14,Social,0,Lapsed,2026-08-09
373,Callum,Jarvis,1994-09-27,callum.jarvis373@example.com,N38 5NW,Scotland,2020-08-15,Partner,1,Active,2025-06-25
374,Leah,Ahmed,1986-03-19,,G40 4HF,Northern Ireland,2021-01-13,Web,1,Active,2022-05-07
375,Samuel,Mensah,1948-01-01,samuel.mensah375@example.com,EH10 5HP,East Midlands,2020-06-19,Event,1,Lapsed,2026-03-04
376,Priya,Gill,1993-09-02,priya.gill376@example.com,B4 6NP,East of England,2024-08-27,Social,1,Active,2026-05-15
377,Zainab,Okafor,1973-02-14,zainab.okafor377@example.com,LS40 9ZQ,South East,2023-09-09,Direct Mail,0,Inactive,2023-11-06
378,Sofia,Quainton,1970-06-22,sofia.quainton378@example.com,LS36 7BY,North West,2025-09-04,Social,1,Lapsed,2026-07-07
379,Imogen,Uddin,1989-01-11,imogen.uddin379@example.com,BS40 1RY,South West,2019-06-05,Partner,0,Lapsed,2019-09-02
380,Uche,Baptiste,1978-06-21,uche.baptiste380@example.com,SW33 9WW,London,2021-07-20,Web,1,Lapsed,2021-09-25
381,Samuel,Whitlock,2005-09-21,samuel.whitlock381@example.com,CF3 3DA,South East,2023-07-17,Telephone,1,Lapsed,2025-10-13
382,Harun,Duffy,1971-07-06,harun.duffy382@example.com,SW40 9AY,North East,2021-09-17,Telephone,1,Active,2024-08-06
383,Olive,Rashid,1997-02-02,olive.rashid383@example.com,L1 7AR,Wales,2021-12-15,Web,1,Inactive,2023-03-01
384,Harun,Chen,1976-08-14,harun.chen384@example.com,L18 5FH,South East,2020-08-04,Telephone,0,Lapsed,2022-04-16
385,Verity,Fenton,1990-03-07,verity.fenton385@example.com,CF36 2PT,South West,2021-11-22,Web,0,Active,2024-02-29
